customer_tweet_id,hard_case_category,tweet_text,true_intent,true_escalation_decision,predicted_intent,predicted_confidence,drafted_reply,escalation_decision,escalation_reason,validate_draft_flags,notes
2437732,low_retrieval_similarity,"What the what ? Anther ""undeliverable"" ? Really? The Vikings are playing. Where else would we be but home? Just buzz. We're here.",,,general_complaint_other,0.9,"""I'm sorry to hear about the mix-up, Alex! Let's get this sorted. Could you please confirm the delivery address for your order?""",escalate,"generated reply failed automated safety validation: [""name used in draft: 'Alex' (names are banned by policy)""]","[""name used in draft: 'Alex' (names are banned by policy)""]",
907482,low_retrieval_similarity,"is seriously STILL cramming eggs in between gallons of milk, with predictable results. Why, , why? <URL>",,,general_complaint_other,0.9,"""Hello, we're sorry to hear about this mix-up. Could you please provide more details about the order so we can assist you better?""",escalate,retrieval_top1_similarity 0.57 < 0.74,[],
931933,low_retrieval_similarity,And I love you,,,positive_feedback,0.9,"""We're touched by your kind words! 😊""",escalate,retrieval_top1_similarity 0.55 < 0.74,[],
1537469,low_retrieval_similarity,"Is it possible to replace a bag with another bag of different size, only option available is same item replacement",,,marketplace_seller_trust,0.9,"Hi there, I understand you're looking for a bag replacement but only the same item is available. Unfortunately, we can't offer a different size.",escalate,"high-risk intent 'marketplace_seller_trust': requires human for account/money/trust action, regardless of confidence",[],
2192530,low_retrieval_similarity,having an absolute nightmare with,,,general_complaint_other,0.9,"""We're sorry to hear you're having a tough time. Could you share more about the issue? We're here to help!""",escalate,retrieval_top1_similarity 0.59 < 0.74,[],
1097848,low_retrieval_similarity,look forward to your partnership with,,,positive_feedback,0.9,"""We're thrilled to hear about your enthusiasm for our partnership, Alex! Your support means a lot to us. We're here to help with any questions or needs you might have. Happy to assist!""",escalate,"generated reply failed automated safety validation: [""name used in draft: 'Alex' (names are banned by policy)""]","[""name used in draft: 'Alex' (names are banned by policy)""]",
1338584,low_retrieval_similarity_backfill,y’all need to control your twitch counter part they crazy,,,general_complaint_other,0.9,"""We're sorry to hear about your experience. We aim to provide the best service possible. Could you share more details so we can assist you better?""",escalate,retrieval_top1_similarity 0.59 < 0.74,[],
1716192,low_retrieval_similarity_backfill,Need more comprehensive commands and command chaining. eg: Switch off Hall Lights in 10 minutes.,,,digital_service_device_support,0.9,"Hi there, I understand you're looking for more advanced voice command options. You can create custom routines in the Alexa app to achieve this. Would you like a step-bys to set this up?",escalate,retrieval_top1_similarity 0.58 < 0.74,[],
1175594,low_retrieval_similarity_backfill,Where can I watch Outlander?,,,positive_feedback,0.9,"""Hi there! We're thrilled to hear you're interested in Outlander. You can stream it on Prime Video. Enjoy your journey through the Highlands and beyond! 🏔️🛸""",escalate,retrieval_top1_similarity 0.59 < 0.74,[],
1251954,low_retrieval_similarity_backfill,The PC app is horrible- takes forever to load and then freeze up right away :( Guess I'll use my phone at my desk -.-,,,digital_service_device_support,0.9,"""Hello, I'm sorry to hear about the issues you're experiencing with the PC app. Could you please let us know which device and operating system you're using? This will help us provide more specific guidance. Meanwhile, you might want to try clearing the cache or reinstalling the app. Thank you for your feedback!""",escalate,retrieval_top1_similarity 0.60 < 0.74,[],
1735634,low_retrieval_similarity_backfill,ok where is the Blackpool link for presale Gary Barlow it's vanished . ?????,,,general_complaint_other,0.9,"Hi, I'm sorry to hear you're having trouble finding the presale link for Gary Barlow. Let's try to resolve this together. Have you checked the official website or social media for the most recent updates?",escalate,retrieval_top1_similarity 0.60 < 0.74,[],
174505,low_retrieval_similarity_backfill,hello guys I wanto ask you when I order a magazine what does single issue mean? a simple issue of the magazine,,,general_complaint_other,0.9,"""Hi there! A single issue typically refers to one copy of a magazine. If you're looking for more information on the specifics, feel free to reach out to the seller for clarification.""",escalate,retrieval_top1_similarity 0.57 < 0.74,[],
122763,low_retrieval_similarity_backfill,Hey ! To quote He-Who-Must-Not-Be-Named: ‘Bad!’ #Sustainability <URL>,,,general_complaint_other,0.9,"""We're sorry to hear about your concerns. Could you please share more details so we can address this issue appropriately?""",escalate,retrieval_top1_similarity 0.56 < 0.74,[],
